Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Turku – Neuer Liegeplatz für das Fraunhofer CML in Nordeuropa,https://www.cml.fraunhofer.de/content/dam/cml/de/documents/Pressemeldungen/17062021%20PM%20Turku%20-%20Turku%20%E2%80%93%20Neuer%20Liegeplatz%20f%C3%BCr%20das%20Fraunhofer%20CML%20in%20Nordeuropa.pdf,"Jun 17, 2021 ... Digitale Zwillinge sind das dritte Thema der FIP-S2@Novia. Digitale ... Schifffahrt, Hafenwirtschaft und Logistik bei der Initiierung und ...",neutral,de
#raumordnung #3d #augmentedreality #bsh #offshore ...,https://de.linkedin.com/posts/helge-heegewaldt-a965b7265_raumordnung-3d-augmentedreality-activity-7285972549971161088-f2i1,"Jan 17, 2025 ... Schifffahrt. Klima ... In der Bauwirtschaft setzen sich digitale Zwillinge zunehmend durch und steigern die Effizienz im Erdbau erheblich.",negativ,com
RSS Presse - Fraunhofer ITWM,https://www.itwm.fraunhofer.de/de/itwm-rss.html,Digitale Zwillinge für die Filtration. Ein Zwilling kommt selten allein – Digitale Zwillinge in der Trenntechnik sind dagegen oft Einzelgänger. Denn dort ...,negativ,de
Digital in die Vorreiterrolle - IHK Schleswig-Holstein,https://www.ihk.de/schleswig-holstein/ihk-magazin/verkehr-infrastruktur/haefe-schleswigholstein-digitalisierung-5652080,... Schifffahrt umweltfreundlicher zu gestalten. Neben zahlreichen Truckto- Ship ... Ein Teilprojekt von Baltic Future Port ist der Digitale Zwilling. „Ein ...,negativ,de
"Erst ferngesteuert, dann selbstfahrend - Binnenschifffahrt Online",https://binnenschifffahrt-online.de/2020/07/schifffahrt/15705/,"Jul 1, 2020 ... Schifffahrt. Erst ferngesteuert, dann ... digitalen Zwilling dieses Testschiffes geben«, erklärt Mechatronik-Professor Dieter Schramm.",neutral,de
Buhlen um Start-ups: „Wir wollen die Stärkung des ...,https://www.welt.de/regionales/hamburg/article189192751/Buhlen-um-Start-ups-Wir-wollen-die-Staerkung-des-Innovationsstandortes.html,"Feb 21, 2019 ... ... digitale Zwillinge erstellt, mit denen in Schifffahrt und Logistik Simulationen erleichtert werden. ... digitale Kompetenz zu nutzen.",negativ,de
Was bei Bühnenkonstruktionen in der Prozessindustrie zu beachten ...,https://www.chemanager-online.com/news/was-bei-buehnenkonstruktionen-der-prozessindustrie-zu-beachten-ist,... Schifffahrt: Trotz herausfordernder Zeiten investieren ... Dieser digitale Zwilling wird dann auf Anknüpfungs- und Kollisionspunkte überprüft.,neutral,com
Projekte / Projects,https://www.lmt.uni-saarland.de/index.php/en/research/portrait-projekte,... digitalen Zwilling und im Realbetrieb. Prof. Dr. Andreas Schütze · Dr.-Ing ... Erstmalige Entwicklung eines Sensors zur Methandetektion in Kurbelgehäusen von ...,neutral,de
Grundlegende Geodaten | Erstellen eines verbundenen räumlichen ...,https://www.esri.com/de-de/arcgis/integrated-geospatial-infrastructure/pillars/data-technology,"Digitaler Zwilling. AUSGEWÄHLTE VERANSTALTUNG. Vortragende, der auf einer ... Die Geodateninfrastruktur für die Schifffahrt (Marine Spatial Data ...",negativ,com
Forschungsprojekte - TUGRAZonline - Technische Universität Graz,https://online.tugraz.at/tug_online/fdb_org_liste.getOrgList?pOrgNr=37&pType=&pExtOrgTyp=6&pSprache=1&pFoerderprogramm=&pExtOrgNr=168,... Schifffahrt · POScity - New Positioning Approach for visually impaired People in urban ... TWIN - Digitale Zwillinge für zukunftsfähige Gebäude · T2LowEx ...,neutral,at
Berechnungsingenieur: 0 Jobs & Stellenangebote in Taunus | 14 ...,https://www.stepstone.de/jobs/berechnungsingenieur/in-taunus,"* Entwicklung, Implementierung und Optimierung digitaler Zwillinge für interne und externe Projekte – von der Kinematiksimulation bis ... Schifffahrt, Umwelt- und ...",neutral,de
Vollautomatische & nachhaltige Lademöglichkeiten für Schiffe von ...,https://www.elektrotechnik.vogel.de/zinus-as-nachhaltige-lademoeglichkeiten-fuer-schiffe-a-6a80abcdb3400cba092a351e167b7c42/,"Dec 6, 2024 ... Digitaler Zwilling für Maschinensicherheit. Strom ersetzt Öl und Diesel. Während des Liegens am Kai muss das Schiff mit Strom versorgt werden.",neutral,de
Typische Anwendungen | Emerson DE,https://www.emerson.com/de-de/automation/measurement-instrumentation/common-applications,Digitaler Zwilling und Simulation · Plantweb Insight™-Anwendungen. MARKEN. AMS ... Schifffahrt. Erfahren Sie mehr ...,neutral,com
"Dr. Ralf Belusa: In 24 Stunden um die Welt – die Schifffahrt, Logistik ...",https://www.youtube.com/watch?v=ToEYpXqJpZc,"Sep 30, 2022 ... ... Zwillinge, das Metaverse, AI + ... Ralf Belusa: In 24 Stunden um die Welt – die Schifffahrt, Logistik und digitale Transformation.",negativ,com
